Unnamed: 0,original_path,id,label,label_str,path
20000,/kaggle/input/flickrfaceshq-dataset-nvidia-part-9/images1024x1024-20191222T221133Z-043/images1024x1024/05000/05421.png,05421,1,real,train/real/05421.jpg
20000,/kaggle/input/1-million-fake-faces/1m_faces_04_05_06_07/1m_faces_04_05_06_07/1m_faces_06/5M6YD19C4E.jpg,5M6YD19C4E,0,fake,train/fake/5M6YD19C4E.jpg
20001,/kaggle/input/flickrfaceshq-dataset-nvidia-part-9/images1024x1024-20191222T221133Z-042/images1024x1024/07000/07955.png,07955,1,real,train/real/07955.jpg
20001,/kaggle/input/1-million-fake-faces/1m_faces_12_13_14_15/1m_faces_12_13_14_15/1m_faces_13/JEYGAG5TKT.jpg,JEYGAG5TKT,0,fake,train/fake/JEYGAG5TKT.jpg
20002,/kaggle/input/flickrfaceshq-dataset-nvidia-part-5/images1024x1024-20191222T221133Z-025/images1024x1024/04000/04178.png,04178,1,real,train/real/04178.jpg
20002,/kaggle/input/1-million-fake-faces/1m_faces_04_05_06_07/1m_faces_04_05_06_07/1m_faces_07/XD0QMLH3W5.jpg,XD0QMLH3W5,0,fake,train/fake/XD0QMLH3W5.jpg
20003,/kaggle/input/flickrfaceshq-dataset-nvidia-part-8/images1024x1024-20191222T221133Z-037/images1024x1024/60000/60157.png,60157,1,real,train/real/60157.jpg
20003,/kaggle/input/1-million-fake-faces/1m_faces_12_13_14_15/1m_faces_12_13_14_15/1m_faces_12/SW1ROZ90ZV.jpg,SW1ROZ90ZV,0,fake,train/fake/SW1ROZ90ZV.jpg
20004,/kaggle/input/flickrfaceshq-dataset-nvidia-part-9/images1024x1024-20191222T221133Z-041/images1024x1024/30000/30175.png,30175,1,real,train/real/30175.jpg
20004,/kaggle/input/1-million-fake-faces/1m_faces_12_13_14_15/1m_faces_12_13_14_15/1m_faces_13/3UOP8FR5F2.jpg,3UOP8FR5F2,0,fake,train/fake/3UOP8FR5F2.jpg
20005,/kaggle/input/flickrfaceshq-dataset-nvidia-part-5/images1024x1024-20191222T221133Z-025/images1024x1024/04000/04008.png,04008,1,real,train/real/04008.jpg
20005,/kaggle/input/1-million-fake-faces/1m_faces_12_13_14_15/1m_faces_12_13_14_15/1m_faces_13/WGI31MZAP3.jpg,WGI31MZAP3,0,fake,train/fake/WGI31MZAP3.jpg
20006,/kaggle/input/flickrfaceshq-dataset-nvidia-part-8/images1024x1024-20191222T221133Z-037/images1024x1024/60000/60101.png,60101,1,real,train/real/60101.jpg
20006,/kaggle/input/1-million-fake-faces/1m_faces_04_05_06_07/1m_faces_04_05_06_07/1m_faces_07/DIH2TS5GE5.jpg,DIH2TS5GE5,0,fake,train/fake/DIH2TS5GE5.jpg
20007,/kaggle/input/flickrfaceshq-dataset-nvidia-part-5/images1024x1024-20191222T221133Z-021/images1024x1024/63000/63503.png,63503,1,real,train/real/63503.jpg
20007,/kaggle/input/1-million-fake-faces/1m_faces_12_13_14_15/1m_faces_12_13_14_15/1m_faces_12/F3I0I43COY.jpg,F3I0I43COY,0,fake,train/fake/F3I0I43COY.jpg
20008,/kaggle/input/flickrfaceshq-dataset-nvidia-part-6/images1024x1024-20191222T221133Z-030/images1024x1024/56000/56019.png,56019,1,real,train/real/56019.jpg
20008,/kaggle/input/1-million-fake-faces/1m_faces_00_01_02_03/1m_faces_00_01_02_03/1m_faces_02/4BSVSLHOUP.jpg,4BSVSLHOUP,0,fake,train/fake/4BSVSLHOUP.jpg
20009,/kaggle/input/flickrfaceshq-dataset-nvidia-part-5/images1024x1024-20191222T221133Z-022/images1024x1024/32000/32037.png,32037,1,real,train/real/32037.jpg
20009,/kaggle/input/1-million-fake-faces/1m_faces_08_09_10_11/1m_faces_08_09_10_11/1m_faces_11/TGU9R7HG34.jpg,TGU9R7HG34,0,fake,train/fake/TGU9R7HG34.jpg
20010,/kaggle/input/flickrfaceshq-dataset-nvidia-part-3/images1024x1024-20191222T221133Z-012/images1024x1024/13000/13404.png,13404,1,real,train/real/13404.jpg
20010,/kaggle/input/1-million-fake-faces/1m_faces_04_05_06_07/1m_faces_04_05_06_07/1m_faces_07/L7KUVPRFJ4.jpg,L7KUVPRFJ4,0,fake,train/fake/L7KUVPRFJ4.jpg
20011,/kaggle/input/flickrfaceshq-dataset-nvidia-part-6/images1024x1024-20191222T221133Z-029/images1024x1024/26000/26356.png,26356,1,real,train/real/26356.jpg
20011,/kaggle/input/1-million-fake-faces/1m_faces_04_05_06_07/1m_faces_04_05_06_07/1m_faces_07/KNLDOLWAKW.jpg,KNLDOLWAKW,0,fake,train/fake/KNLDOLWAKW.jpg
