Unnamed: 0,original_path,id,label,label_str,path
0,/kaggle/input/flickrfaceshq-dataset-nvidia-part-7/images1024x1024-20191222T221133Z-035/images1024x1024/31000/31355.png,31355,1,real,train/real/31355.jpg
0,/kaggle/input/1-million-fake-faces/1m_faces_08_09_10_11/1m_faces_08_09_10_11/1m_faces_10/FZV5C5L0AI.jpg,FZV5C5L0AI,0,fake,train/fake/FZV5C5L0AI.jpg
1,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-004/images1024x1024/02000/02884.png,02884,1,real,train/real/02884.jpg
1,/kaggle/input/1-million-fake-faces/1m_faces_08_09_10_11/1m_faces_08_09_10_11/1m_faces_08/5NPAK781S4.jpg,5NPAK781S4,0,fake,train/fake/5NPAK781S4.jpg
2,/kaggle/input/flickrfaceshq-dataset-nvidia-part-4/images1024x1024-20191222T221133Z-019/images1024x1024/33000/33988.png,33988,1,real,train/real/33988.jpg
2,/kaggle/input/1-million-fake-faces/1m_faces_08_09_10_11/1m_faces_08_09_10_11/1m_faces_10/VFW3IAITGX.jpg,VFW3IAITGX,0,fake,train/fake/VFW3IAITGX.jpg
3,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-003/images1024x1024/53000/53875.png,53875,1,real,train/real/53875.jpg
3,/kaggle/input/1-million-fake-faces/1m_faces_08_09_10_11/1m_faces_08_09_10_11/1m_faces_11/4Z0SZ4MDMH.jpg,4Z0SZ4MDMH,0,fake,train/fake/4Z0SZ4MDMH.jpg
4,/kaggle/input/flickrfaceshq-dataset-nvidia-part-6/images1024x1024-20191222T221133Z-030/images1024x1024/24000/24149.png,24149,1,real,train/real/24149.jpg
4,/kaggle/input/1-million-fake-faces/1m_faces_00_01_02_03/1m_faces_00_01_02_03/1m_faces_03/H9SRUVW5ME.jpg,H9SRUVW5ME,0,fake,train/fake/H9SRUVW5ME.jpg
5,/kaggle/input/flickrfaceshq-dataset-nvidia-part-2/images1024x1024-20191222T221133Z-008/images1024x1024/30000/30627.png,30627,1,real,train/real/30627.jpg
5,/kaggle/input/1-million-fake-faces/1m_faces_00_01_02_03/1m_faces_00_01_02_03/1m_faces_03/4IWTEEYPHR.jpg,4IWTEEYPHR,0,fake,train/fake/4IWTEEYPHR.jpg
6,/kaggle/input/flickrfaceshq-dataset-nvidia-part-8/images1024x1024-20191222T221133Z-037/images1024x1024/62000/62493.png,62493,1,real,train/real/62493.jpg
6,/kaggle/input/1-million-fake-faces/1m_faces_08_09_10_11/1m_faces_08_09_10_11/1m_faces_08/B0JINVZK0A.jpg,B0JINVZK0A,0,fake,train/fake/B0JINVZK0A.jpg
7,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-005/images1024x1024/41000/41925.png,41925,1,real,train/real/41925.jpg
7,/kaggle/input/1-million-fake-faces/1m_faces_12_13_14_15/1m_faces_12_13_14_15/1m_faces_15/YA1ZKFYU1C.jpg,YA1ZKFYU1C,0,fake,train/fake/YA1ZKFYU1C.jpg
8,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-001/images1024x1024/62000/62701.png,62701,1,real,train/real/62701.jpg
8,/kaggle/input/1-million-fake-faces/1m_faces_04_05_06_07/1m_faces_04_05_06_07/1m_faces_05/0KD0J8VYU3.jpg,0KD0J8VYU3,0,fake,train/fake/0KD0J8VYU3.jpg
9,/kaggle/input/flickrfaceshq-dataset-nvidia-part-7/images1024x1024-20191222T221133Z-035/images1024x1024/52000/52219.png,52219,1,real,train/real/52219.jpg
9,/kaggle/input/1-million-fake-faces/1m_faces_08_09_10_11/1m_faces_08_09_10_11/1m_faces_08/3Q1G0IFUGH.jpg,3Q1G0IFUGH,0,fake,train/fake/3Q1G0IFUGH.jpg
10,/kaggle/input/flickrfaceshq-dataset-nvidia-part-8/images1024x1024-20191222T221133Z-037/images1024x1024/66000/66471.png,66471,1,real,train/real/66471.jpg
10,/kaggle/input/1-million-fake-faces/1m_faces_08_09_10_11/1m_faces_08_09_10_11/1m_faces_10/ZOUF4V0SVN.jpg,ZOUF4V0SVN,0,fake,train/fake/ZOUF4V0SVN.jpg
11,/kaggle/input/flickrfaceshq-dataset-nvidia-part-4/images1024x1024-20191222T221133Z-019/images1024x1024/44000/44415.png,44415,1,real,train/real/44415.jpg
11,/kaggle/input/1-million-fake-faces/1m_faces_12_13_14_15/1m_faces_12_13_14_15/1m_faces_13/1BDAD7SY67.jpg,1BDAD7SY67,0,fake,train/fake/1BDAD7SY67.jpg
12,/kaggle/input/flickrfaceshq-dataset-nvidia-part-4/images1024x1024-20191222T221133Z-019/images1024x1024/26000/26978.png,26978,1,real,train/real/26978.jpg
12,/kaggle/input/1-million-fake-faces/1m_faces_12_13_14_15/1m_faces_12_13_14_15/1m_faces_15/SATKHYQ4SV.jpg,SATKHYQ4SV,0,fake,train/fake/SATKHYQ4SV.jpg
