Unnamed: 0,original_path,id,label,label_str,path
30000,/kaggle/input/flickrfaceshq-dataset-nvidia-part-7/images1024x1024-20191222T221133Z-031/images1024x1024/00000/00942.png,00942,1,real,train/real/00942.jpg
30000,/kaggle/input/1-million-fake-faces/1m_faces_08_09_10_11/1m_faces_08_09_10_11/1m_faces_10/8WWOH6S30W.jpg,8WWOH6S30W,0,fake,train/fake/8WWOH6S30W.jpg
30001,/kaggle/input/flickrfaceshq-dataset-nvidia-part-9/images1024x1024-20191222T221133Z-044/images1024x1024/42000/42382.png,42382,1,real,train/real/42382.jpg
30001,/kaggle/input/1-million-fake-faces/1m_faces_12_13_14_15/1m_faces_12_13_14_15/1m_faces_12/YK0IOPS0J6.jpg,YK0IOPS0J6,0,fake,train/fake/YK0IOPS0J6.jpg
30002,/kaggle/input/flickrfaceshq-dataset-nvidia-part-5/images1024x1024-20191222T221133Z-024/images1024x1024/67000/67723.png,67723,1,real,train/real/67723.jpg
30002,/kaggle/input/1-million-fake-faces/1m_faces_04_05_06_07/1m_faces_04_05_06_07/1m_faces_06/ED9CWRCGY2.jpg,ED9CWRCGY2,0,fake,train/fake/ED9CWRCGY2.jpg
30003,/kaggle/input/flickrfaceshq-dataset-nvidia-part-4/images1024x1024-20191222T221133Z-018/images1024x1024/57000/57352.png,57352,1,real,train/real/57352.jpg
30003,/kaggle/input/1-million-fake-faces/1m_faces_04_05_06_07/1m_faces_04_05_06_07/1m_faces_05/8AL3D2AI1C.jpg,8AL3D2AI1C,0,fake,train/fake/8AL3D2AI1C.jpg
30004,/kaggle/input/flickrfaceshq-dataset-nvidia-part-1/images1024x1024-20191222T221133Z-004/images1024x1024/64000/64634.png,64634,1,real,train/real/64634.jpg
30004,/kaggle/input/1-million-fake-faces/1m_faces_00_01_02_03/1m_faces_00_01_02_03/1m_faces_00/ZR3U9EC9IN.jpg,ZR3U9EC9IN,0,fake,train/fake/ZR3U9EC9IN.jpg
30005,/kaggle/input/flickrfaceshq-dataset-nvidia-part-3/images1024x1024-20191222T221133Z-011/images1024x1024/69000/69298.png,69298,1,real,train/real/69298.jpg
30005,/kaggle/input/1-million-fake-faces/1m_faces_00_01_02_03/1m_faces_00_01_02_03/1m_faces_01/YQAUPIK0U0.jpg,YQAUPIK0U0,0,fake,train/fake/YQAUPIK0U0.jpg
